SOURCE	TARGET
العربية	العربية	UC
.	.	UC
أنا	أنا	UC
ابن	ابن	UC
تسع	تسع	UC
عشرة	عشرة	UC
سنة	سنة	UC
ومن	ومن	UC
مواليد	مواليد	UC
ماليزيا	ماليزيا	UC
.	.	UC
بالنسبة	بالنسبة	UC
للتخصص	للتخصص	UC
الذي	الذي	UC
ارغب	أرغب	REPLACE_OH
في	في	UC
دراسته	دراسته	UC
في	في	UC
مستقبلي	مستقبلي	UC
هو	هو	UC
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
والعربية	والعربية	UC
.	.	UC
صراحة	صراحة	UC
أنا	أنا	UC
كنت	كنت	UC
طالبا	طالبا	UC
في	في	UC
إحدى	إحدى	UC
المدارس	المدارس	UC
للعلوم	للعلوم	UC
في	في	UC
المرحلة	المرحلة	UC
الثانوية	الثانوية	UC
ولم	ولم	UC
يطرأ	يطرأ	UC
على	على	UC
بال	بال	UC
أحد	أحد	UC
من	من	UC
المدرسين	المدرسين	UC
وحتى	وحتى	UC
أبوي	أبي	REPLACE_OD
أن	أن	UC
أميل	أميل	UC
على	إلى	REPLACE_SW
هذا	هذا	UC
التخصص	التخصص	UC
.	.	UC
إنه	إنها	REPLACE_XG
لنعمة	لنعمة	UC
أنعهما	أنعهما	UC
الله	الله	UC
علي	علي	UC
.	.	UC
لقد	لقد	UC
كنت	كنت	UC
منذ	منذ	UC
طفولتي	طفولتي	UC
حريصا	حريصا	UC
على	على	UC
تعلم	تعلم	UC
العلوم	العلوم	UC
الإسلامية	الإسلامية	UC
وذلك	وذلك	UC
بتشجيع	بتشجيع	UC
بعض	بعض	UC
الأساتذة	الأساتذة	UC
.	،	REPLACE_PC
ولم	ولم	UC
يكن	يكن	UC
هناك	هناك	UC
أحد	أحد	UC
من	من	UC
أفراد	أفراد	UC
أسرتي	أسرتي	UC
أو	أو	UC
غيرهم	غيرهم	UC
ممن	ممن	UC
حولي	حولي	UC
متخصصا	متخصصا	UC
في	في	UC
هذا	هذا	UC
المجال	المجال	UC
.	،	REPLACE_PC
كما	كما	UC
قلت	قلت	UC
سابقا	سابقا	UC
أن	أن	UC
هذه	هذه	UC
الرغبة	الرغبة	UC
نعمة	نعمة	UC
أنعمها	أنعمها	UC
الله	الله	UC
علي	علي	UC
.	.	UC
الدعم	الدعم	UC
الرئيسي	الرئيسي	UC
الذي	الذي	UC
دفعني	دفعني	UC
على	إلى	REPLACE_SW
اختياري	اختياري	UC
هذا	هذا	UC
التخصص	التخصص	UC
هو	هو	UC
كثرة	كثرة	UC
الوسائل	الوسائل	UC
وتنوعها	وتنوعها	UC
للوصول	للوصول	UC
على	إلى	REPLACE_SW
العلوم	العلوم	UC
الإسلامية	الإسلامية	UC
في	في	UC
ماليزيا	ماليزيا	UC
	،	INSERT_PM
وتشجيع	وتشجيع	UC
بعض	بعض	UC
الأساتذة	الأساتذة	UC
لأكون	لأكون	UC
داعيا	داعيا	UC
إلى	إلى	UC
الله	الله	UC
على	على	UC
بصيرة	بصيرة	UC
.	.	UC

رحلة	رحلة	UC
السياحية	سياحية	REPLACE_XF
	.	INSERT_PM
سافرت	سافرت	UC
مع	مع	UC
أصدقائى	أصدقائي	REPLACE_OA
إلى	إلى	UC
	ايل	INSERT_XM
	دي	INSERT_XM
كاسا	كاسا	UC
(	(	UC
غينيا	غينيا	UC
كونا كرما	كوناكري	REPLACE_X
)	)	UC
فى	فى	UC
العطلة	العطلة	UC
.	.	UC
كانت	كانت	UC
الرحلة	الرحلة	UC
ممتعة	ممتعة	UC
وجميلة	وجميلة	UC
	،	INSERT_PM
وكا نت	وكانت	MERGE
الأماكن	الأماكن	UC
رائعة	رائعة	UC
ومتميزة	ومتميزة	UC
ومريحة	ومريحة	UC
	،	INSERT_PM
أحب	أحب	UC
أن	أن	UC
أذهب	أذهب	UC
إلى	إلى	UC
هذه	هذه	UC
الأماكن	الأماكن	UC
الجميلة	الجميلة	UC
بين	بين	UC
أيد	هؤلاء	REPLACE_SW
يهم		DELETE_XM
الكرم	الكرماء	REPLACE_OH+REPLACE_OM
مع	مع	UC
العلم	العلم	UC
أنت	أنني	REPLACE_OR
قليل	قليل	UC
الخبرة	الخبرة	UC
فى	فى	UC
هذه	هذه	UC
الأماكن	الأماكن	UC
لأنى	لأني	REPLACE_OA
ذهبت	ذهبت	UC
مرة	مرة	UC
واحدة	واحدة	UC
فقت	فقط	REPLACE_OR
اليها	إليها	REPLACE_OH
.	.	UC
وكانت	وكانت	UC
فى	فى	UC
شهر	شهر	UC
يونيو	يونيو	UC
عام	عام	UC
2012م	2012 م	SPLIT
وكان	وكان	UC
الجو	الجو	UC
جميل	جميلا	REPLACE_XC
.	.	UC
نعود	نعود	UC
لنستعرف	لنعرف	REPLACE_OD
تفاصيل	تفاصيل	UC
رحلتنا	رحلتنا	UC
لأنه	لأنها	REPLACE_XG
بدأت	بدأت	UC
منذ	منذ	UC
وصولنا	وصولنا	UC
لبلد	لبلد	UC
الإبتسامة	الابتسامة	REPLACE_OH
	،	INSERT_PM
لأنه	لأنني	REPLACE_SW
اهديها	أهديها	REPLACE_OH
لكل	لكل	UC
عضو	عضو	UC
وكل	وكل	UC
قارئ	قارئ	UC
يدخل	يدخل	UC
ويقرأ	ويقرأ	UC
ليستمتع	ليستمتع	UC
معنا	معنا	UC
ويستفيد	ويستفيد	UC
مما	مما	UC
سوف	سوف	UC
نقدمه	نقدمه	UC
من	من	UC
معلومات	معلومات	UC
وتفاصيل	وتفاصيل	UC
في	في	UC
هذا	هذا	UC
التقرير	التقرير	UC
الذى	الذي	REPLACE_OA
ادعو	أدعو	REPLACE_OH
الله	الله	UC
أن	أن	UC
يوفقنا	يوفقنا	UC
فى	فى	UC
طرحه	طرحه	UC
	،	INSERT_PM
وحيث	وحيث	UC
أننا	أننا	UC
انطلقنا	انطلقنا	UC
فى	فى	UC
الطريق	الطريق	UC
	،	INSERT_PM
قبل	قبل	UC
الوصول	الوصول	UC
بلحظات	بلحظات	UC
شرد	شرد	UC
البال	البال	UC
قليلا	قليلا	UC
وأنا	وأنا	UC
أتأمل	أتأمل	UC
فى	فى	UC
المنظر	المنظر	UC
الخارجي	الخارجي	UC
وأتأمل	وأتأمل	UC
اللون	اللون	UC
الأخضر	الأخضر	UC
الذى	الذي	REPLACE_OA
غطى	غطى	UC
البلد	البلد	UC
ومع	مع	REPLACE_MI
هذا	هذا	UC
الشرود	الشرود	UC
.	.	UC
بعد	بعد	UC
ما		DELETE_XM
وصلنا	وصولنا	REPLACE_OH+REPLACE_OM
الذي	الذي	UC
كان	كان	UC
فى	فى	UC
تمام	تمام	UC
الساعة	الساعة	UC
السابعة	السابعة	UC
والنصف	والنصف	UC
صباحا	صباحا	UC
،	،	UC
مشينا	مشينا	UC
مع	مع	UC
الجموع	الجموع	UC
المعتشدة	المحتشدة	REPLACE_OR
ومسكنا	ومكثنا	REPLACE_OR
فى	فى	UC
الفندق	الفندق	UC
.	.	UC
وكان	وكان	UC
اختيار	اختيار	UC
الفندق	الفندق	UC
موقف	موفقا	REPLACE_OM+REPLACE_OR
من	من	UC
حيث	حيث	UC
الطبيعة	الطبيعة	UC
،	،	UC
وكانت	وكانت	UC
الغرف	الغرف	UC
أقرب	أقرب	UC
إلي	إلى	REPLACE_OA
ممتارة		DELETE_XM
المستوى	المستوى	UC
	الممتاز	INSERT_XM
ونظيفة	ونظيفة	UC
	،	INSERT_PM
والخدمة	والخدمة	UC
كانت	كانت	UC
عالية	عالية	UC
	،	INSERT_PM
وكنا	وكنا	UC
مسرورات	مسرورات	UC
فى	فى	UC
هذا	هذه	REPLACE_XG
الأيام	الأيام	UC
وسعيدات	وسعيدات	UC
لأننا	لأننا	UC
استرحنا	استرحنا	UC
فى	فى	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
ونستفدنا	واستفدنا	REPLACE_OR
،	،	UC
وأتمنى	وأتمنى	UC
أن	أن	UC
أرجع	أرجع	UC
إلى	إلى	UC
هذه	هذه	UC
الأماكن	الأماكن	UC
الجملية	الجميلة	REPLACE_OC
بإذن	بإذن	UC
الله	الله	UC
.	.	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
القرية	القرية	UC
	.	INSERT_PM
لكل	لكل	UC
رحلة	رحلة	UC
سبب	سبب	UC
أدى	أدى	UC
إلى	إلى	UC
القيام	القيام	UC
بها	بها	UC
وهو	وهو	UC
إما	إما	UC
السياحة	السياحة	UC
	،	INSERT_PM
أو	أو	UC
الريارة	الزيارة	REPLACE_OR
،	،	UC
العمرة	العمرة	UC
،	،	UC
الحج	الحج	UC
وغيرها	وغيرها	UC
.	.	UC
في	في	UC
يوم	يوم	UC
من	من	UC
الأيام	الأيام	UC
قررت	قررت	UC
أن	أن	UC
أزور	أزور	UC
أقاربي	أقاربي	UC
في	في	UC
القرية	القرية	UC
،	،	UC
واستعدت	واستعددت	REPLACE_MI
لهذه	لهذه	UC
الرحلة	الرحلة	UC
لمدة	لمدة	UC
أسبوع	أسبوع	UC
،	؛	REPLACE_PC
لأنني	لأنني	UC
كنت	كنت	UC
بحاجة	بحاجة	UC
لشراء	لشراء	UC
بعض	بعض	UC
الهدايا	الهدايا	UC
،	،	UC
وبعض	وبعض	UC
المتطلبات	المتطلبات	UC
الشخصية	الشخصية	UC
،	،	UC
ولقد	ولقد	UC
قمت	قمت	UC
بتلك	بتلك	UC
الرحلة	الرحلة	UC
يوم	يوم	UC
الثلاثاء	الثلاثاء	UC
،	،	UC
مع	مع	UC
أحد	أحد	UC
أقاربي	أقاربي	UC
،	،	UC
وكانت	وكانت	UC
الرحلة	الرحلة	UC
ممتعة	ممتعة	UC
جدا	جدا	UC
،	،	UC
ولكن	ولكن	UC
واجهتني	واجهتني	UC
بعض	بعض	UC
المشكلات	المشكلات	UC
،	،	UC
لأني	لأني	UC
ما	ما	UC
أفطرت	أفطرت	UC
وكان	وكان	UC
وعندي	عندي	REPLACE_MI
مولود	مولود	UC
جديد	جديد	UC
يرضع	يرضع	UC
،	،	UC
وكان	وكان	UC
الطريق	الطريق	UC
قبل	قبل	UC
الوصول	الوصول	UC
إلى	إلى	UC
الموقف	الموقف	UC
"	"	UC
المطعم	المطعم	UC
"	"	UC
الذي	الذي	UC
نتغدى	سنتغدى	REPLACE_MT
فيه	فيه	UC
طويلا	طويلا	UC
،	،	UC
لذالك	لذلك	REPLACE_OD
تعبت	تعبت	UC
كثيرا	كثيرا	UC
،	،	UC
ولكن	ولكن	UC
كل	كل	UC
هذا	هذه	REPLACE_XG
مشكلات	مشكلات	UC
ابتدائية	ابتدائية	UC
،	،	UC
ولقد	ولقد	UC
وصلنا	وصلنا	UC
إلى	إلى	UC
البيت	البيت	UC
مبكرا	مبكرا	UC
،	،	UC
واستقبلونا	واستقبلونا	UC
استقبالا	استقبالا	UC
جميلا	جميلا	UC
	،	INSERT_PM
أنا	أنا	UC
أحب	أحب	UC
الرحلات	الرحلات	UC
ولو	ولو	UC
كان	كانت	REPLACE_XG
رحلات	رحلات	UC
،	،	UC
وخاصة	وخاصة	UC
الرحلات	الرحلات	UC
السياحية	السياحية	UC
.	.	UC

التخصص	التخصص	UC
	في	INSERT_XM
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
.	.	UC
التخصص	التخصص	UC
الذى	الذي	REPLACE_OA
أرغب	أرغب	UC
فيه	فيه	UC
:	:	UC
هو	هو	UC
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
،	؛	REPLACE_PC
لأننى	لأنني	REPLACE_OA
جئت	جئت	UC
إلى	إلى	UC
هذه	هذه	UC
البلد	البلد	UC
لأتعلم	لأتعلم	UC
الإسلام	الإسلام	UC
،	،	UC
كي	كي	UC
أقوم	أقوم	UC
بالدعوة	بالدعوة	UC
فى	في	REPLACE_OA
بلدى	بلدي	REPLACE_OA
،	،	UC
وكي	وكي	UC
أفهم	أفهم	UC
الإسلام	الإسلام	UC
،		DELETE_PM
والطر يق	والطريق	MERGE
صحيح	الصحيح	REPLACE_XF
.	.	UC
واخترتها	واخترته	REPLACE_XG
لأنه	لأنني	REPLACE_SW
أفضل	أفضل	UC
الدراسات	الدراسات	UC
الإسلا مية	الإسلامية	MERGE
وأحبها	وأحبها	UC
،	،	UC
وأنها	وأنها	UC
أحد	أحد	UC
التخصصات	التخصصات	UC
الفطرية	الفطرية	UC
الهامة	الهامة	UC
،	،	UC
ويهتم	ويهتم	UC
بدراسة	بدراسة	UC
العقيدة	العقيدة	UC
الإسلامية	الإسلامية	UC
	،	INSERT_PM
وأنه	وأنا	REPLACE_MI
اخترها	اخترتها	REPLACE_OM
لى	لي	REPLACE_OA
منذ	منذ	UC
صغرى	صغري	REPLACE_OA
،	،	UC
لابد	لابد	UC
أن	أن	UC
أدرسه	أدرسها	REPLACE_XG
ويفيدني	لتفيدني	REPLACE_OR+REPLACE_XG
فى	في	REPLACE_OA
الدنيا	الدنيا	UC
والآخرة	والآخرة	UC
،	،	UC
وأهم	وأهم	UC
شيء	شيء	UC
الأجر	الأجر	UC
فى	في	REPLACE_OA
الآخرة	الآخرة	UC
،	،	UC
وأتمنى	وأتمنى	UC
أن	أن	UC
كون	أكون	REPLACE_OM
داعية	داعية	UC
فى	في	REPLACE_OA
بلدى	بلدي	REPLACE_OA
،	،	UC
لذا	لذا	UC
اخترت	اخترت	UC
هذه	هذه	UC
الد راسة	الدراسة	MERGE
.	.	UC
وهي	وهي	UC
أفضل	أفضل	UC
التخصص	تخصص	REPLACE_XF
،	،	UC
وخاصة	وخاصة	UC
للبنات	للبنات	UC
،	؛	REPLACE_PC
لأن	لأن	UC
الدراسات	الدراسات	UC
بالذات	بالذات	UC
تذاكرين	تذكرنا	REPLACE_OD+REPLACE_XG
الله	بالله	REPLACE_OM
:	:	UC
يعني	يعني	UC
هذا	هذه	REPLACE_XG
لوحدها	لوحدها	UC
نعمة	نعمة	UC
،	،	UC
وإذا	وإذا	UC
ملى	أملي	REPLACE_SW
السهولة	السهولة	UC
العين	للجميع	REPLACE_SW
فى	في	REPLACE_OA
كل	كل	UC
التخصصات	التخصصات	UC
،	،	UC
وهي	وهي	UC
أمانة	أمانة	UC
لجميع	لجميع	UC
الأقسام	الأقسام	UC
	،	INSERT_PM
والله	والله	UC
يوفقنا	يوفقنا	UC
على	في	REPLACE_SW
هذه	هذه	UC
الدراسة	الدراسة	UC
.	.	UC
وهو	وهو	UC
شرف	شرف	UC
عظيم	عظيم	UC
لحامل	لحامل	UC
الدراسات	الدراسات	UC
الإسلامية	الإسلامية	UC
وأمانة	وأمانة	UC
في	في	UC
عنقه	عنقه	UC
.	.	UC
أحب	أحب	UC
ان	أن	REPLACE_OH
استفسر	أستفسر	REPLACE_OH
عن	عن	UC
هذا	هذا	UC
التخصص	التخصص	UC
وأتمنى	وأتمنى	UC
	أن	INSERT_XM
أكون	أكون	UC
معلمة	معلمة	UC
لهذه	لهذه	UC
الدراسة	الدراسة	UC
.	.	UC

انا	أنا	REPLACE_OH
احب	أحب	REPLACE_OH
السفر	السفر	UC
كثيرا	كثيرا	UC
.	.	UC
نحن	نحن	UC
السفر	نسافر	REPLACE_SW
بشكل	بشكل	UC
متكرر	متكرر	UC
ممكن	تقريبا	REPLACE_SW
.	.	UC
هكذا	هذا	REPLACE_OD
الصيف	الصيف	UC
سافرنا	سافرنا	UC
إلى	إلى	UC
اوروبا	أوروبا	REPLACE_OH
.	.	UC
	قضينا	INSERT_XM
في	في	UC
رحلتنا	رحلتنا	UC
ثلاثة	ثلاثة	UC
أسابيع	أسابيع	UC
زرنا	زرنا	UC
ست	ست	UC
دول	دول	UC
.	.	UC
المانيا	ألمانيا	REPLACE_OH
،	،	UC
فرنسا	فرنسا	UC
،	،	UC
إطاليا	إيطاليا	REPLACE_OM
،	،	UC
هولندا	هولندا	UC
،	،	UC
سويسرا	سويسرا	UC
،	،	UC
وبلجيكا	وبلجيكا	UC
،	،	UC
نحن	خططنا	REPLACE_SW
تخطيطنا	تخطيطا	REPLACE_OD
مفصل	مفصلا	REPLACE_XC
.	،	REPLACE_PC
حجزنا	حجزنا	UC
فنادق	فنادق	UC
وتذكرات	وتذاكر	REPLACE_OH+REPLACE_OM+REPLACE_XG
لنقل	للنقل	REPLACE_OM
.	،	REPLACE_PC
زرنا	زرنا	UC
الكثير	الكثير	UC
من	من	UC
الامكن	الأماكن	REPLACE_OH+REPLACE_OM
التاريخية	التاريخية	UC
،	،	UC
المتاحف	المتاحف	UC
.	.	UC
في	في	UC
الخارج	الخارج	UC
انا	أنا	REPLACE_OH
ابح	أبحث	REPLACE_SW
محاولة	محاولا	REPLACE_XG
الغداء	إيجاد غداء	UNK
المحتليفة	مختلف	REPLACE_SW
.	.	UC
الناس	الناس	UC
الذين	الذين	UC
يسافرون	يسافرون	UC
تعلمون	يتعلمون	REPLACE_OM
ثقافات	ثقافات	UC
جديدة	جديدة	UC
.	.	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
العمرة	العمرة	UC
	.	INSERT_PM
كانت	كانت	UC
رحلتنا	رحلتنا	UC
سنة	السنة	REPLACE_XF
الماضية	الماضية	UC
إلى	إلى	UC
المكة	مكة	REPLACE_XF
لأداء	لأداء	UC
المناسك	مناسك	REPLACE_XF
العمرة	العمرة	UC
	،	INSERT_PM
فسافرت	فسافرت	UC
أنا	أنا	UC
وزوجي	وزوجي	UC
في	في	UC
إجارة	إجارة	UC
بين	بين	UC
الفصلين	الفصلين	UC
.	.	UC
فاستعاد	أعد	REPLACE_SW
الزوجى	زوجي	REPLACE_OA+REPLACE_OR+REPLACE_XF
سيارته	سيارته	UC
إلى السفر	للسفر	REPLACE_S
	،	INSERT_PM
وأنا	وأنا	UC
جمعت	جمعت	UC
بعض	بعض	UC
الأغراظ	الأغراض	REPLACE_OR
والأدوات	والأدوات	UC
السفر	للسفر	REPLACE_XM
من	من	UC
الصباح	الصباح	UC
،	،	UC
وبعد	وبعد	UC
الصلاة	صلاة	REPLACE_XF
العصر	العصر	UC
طلعنا	طلعنا	UC
	-	INSERT_PM
بحمد	بحمد	UC
لله	لله	UC
	-	INSERT_PM
إلى	إلى	UC
المكة	مكة	REPLACE_XF
	.	INSERT_PM
ويوم	واليوم	REPLACE_XF
التالى	التالي	REPLACE_OA
وصلنا	وصلنا	UC
فى	إلى	REPLACE_SW
مكة	مكة	UC
صباحا	صباحا	UC
	،	INSERT_PM
حجزنا	وحجزنا	REPLACE_MI
الشقة	الشقة	UC
بفندق	بفندق	UC
	،	INSERT_PM
وبعد	وبعد	UC
ذلك	ذلك	UC
اتجهنا	اتجهنا	UC
إلى	إلى	UC
الحرم	الحرم	UC
	،	INSERT_PM
وهذا	وهذه	REPLACE_XG
كان	كانت	REPLACE_XG
أول	أول	UC
عمرة	عمرة	UC
فى	في	REPLACE_OA
عمرى	عمري	REPLACE_OA
	.	INSERT_PM
وكانت	وكانت	UC
أهم	أهم	UC
الموقف	المواقف	REPLACE_XN
الرآية	: رؤية	REPLACE_OR+REPLACE_PM+REPLACE_XF
الكعبة	الكعبة	UC
المشرفة	المشرفة	UC
	،	INSERT_PM
وكنت	وكنت	UC
لا	لا	UC
أصدق	أصدق	UC
العيون	عيناي	REPLACE_SW
.	.	UC
والحمد	والحمد	UC
لله	لله	UC
الذى	الذي	REPLACE_OA
شرفنا	شرفنا	UC
بالعمرة	بالعمرة	UC
	.	INSERT_PM
وأما	وأما	UC
خلال	خلال	UC
السفرنا	سفرنا	REPLACE_MI+REPLACE_OD
ما	ما	UC
وجدنا	وجدنا	UC
أى	أي	REPLACE_OA
مشكة	مشكلة	REPLACE_OM
.	.	UC
ثم	ثم	UC
بعد	بعد	UC
ذلك	ذلك	UC
	،	INSERT_PM
بعد	بعد	UC
ما	ما	UC
مكثنا	مكثنا	UC
بمكة	بمكة	UC
أربعة	أربعة	UC
أيام	أيام	UC
	،	INSERT_PM
اتجهنا	اتجهنا	UC
إلى	إلى	UC
المدينة	مدينة	REPLACE_XF
الرسول	الرسول	UC
–	-	REPLACE_PC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
–	-	REPLACE_PC
	.	INSERT_PM
وفي	وفي	UC
المدنية	المدنية	UC
زرت	زرت	UC
مسجد	المسجد	REPLACE_XF
النبوي	النبوي	UC
الشريف	الشريف	UC
	،	INSERT_PM
وزرت	وزرت	UC
مسجد	مسجد	UC
قبى	قباء	REPLACE_SW
الذى	الذي	REPLACE_OA
أسس	أسس	UC
على	على	UC
التقوى	التقوى	UC
.	.	UC
وبعد	وبعد	UC
ما	ما	UC
مكثنا	مكثنا	UC
في	في	UC
المدينة	المدينة	UC
ثلاثة	ثلاثة	UC
ايام	أيام	REPLACE_OH
	،	INSERT_PM
استعدنا	استعدينا	REPLACE_OM
للسفر	للسفر	UC
إلى	إلى	UC
الرياض	الرياض	UC
.	.	UC
وفي	وفي	UC
الطريق	الطريق	UC
إلى	إلى	UC
الرياض	الرياض	UC
	،	INSERT_PM
وقفنا	وقفنا	UC
في	في	UC
الصحراء	الصحراء	UC
	،	INSERT_PM
وقضينا	وقضينا	UC
بعض	بعض	UC
الساعات	الساعات	UC
حيث	حيث	UC
هواء	الهواء	REPLACE_XF
النقي	النقي	UC
.	.	UC
كانت	كانت	UC
مدة	مدة	UC
رحلتنا	رحلتنا	UC
لمدة	لمدة	UC
أسبوع	أسبوع	UC
فقط	فقط	UC
	.	INSERT_PM

رحلتي	رحلتي	UC
إلى	إلى	UC
المدينة	المدينة	UC
المنورة	المنورة	UC
	.	INSERT_PM
إن	إن	UC
رحلتي	رحلتي	UC
التي	التي	UC
مازالت	مازالت	UC
أتذكرها	أتذكرها	UC
	،	INSERT_PM
وأراها	وأراها	UC
كأنها	كأنها	UC
كانت	كانت	UC
أمس	أمس	UC
	،	INSERT_PM
بينما	بينما	UC
قمت	قمت	UC
بهذه	بهذه	UC
الرحلة	الرحلة	UC
في	في	UC
العام	العام	UC
الماضي	الماضي	UC
,	،	REPLACE_PC
هي	هي	UC
الرحلة	الرحلة	UC
التي	التي	UC
فعلناها	فعلناها	UC
إلى	إلى	UC
المدينة	المدينة	UC
المنورة	المنورة	UC
	،	INSERT_PM
التي	التي	UC
نظمتها	نظمتها	UC
عمادة	عمادة	UC
شؤون	شؤون	UC
الطلاب	الطلاب	UC
ممثلة	ممثلة	UC
بنادي	بنادي	UC
الطلاب	الطلاب	UC
.	.	UC
انطلقنا	انطلقنا	UC
في	في	UC
ظهيرة	ظهيرة	UC
الثلاثاء	الثلاثاء	UC
	-	INSERT_PM
كما	كما	UC
هي	هي	UC
العادة	العادة	UC
لنظام	لنظام	UC
الجامعة	الجامعة	UC
في	في	UC
الرحلات	الرحلات	UC
